,house_id,name,price,description,url
56,2020056,西安唯一生态主题酒店,178,"浐西安市浐灞生态区酒十路与米秦路十字西南角((近浐灞会展中心),距西安世博园西安世博园公里",image/nw_000gzERk.jpg
57,2020057,城市便捷酒店(西安纺渭路店),139,"纺渭路3188号世园名城2号商业用房2-3层,距西安世博园2.6公里",image/nw_000fo0Jk.jpg
58,2020058,西安顶治时尚酒店,118,"华清东路柳巷村44号,距西安世博园2.3公里",image/nw_000f64ZP.jpg
59,2020059,如家酒店(西安四医大唐都医院北门城东客运站店),167,"席王街办卞家村1号,距西安世博园3.8公里",image/nw_IlNTQgMztK.jpg
60,2020060,西安自由人酒店,367,"欧亚大道666号欧亚国际A座18层,距西安世博园4.1公里",image/nw_000fnBFa.jpg
61,2020061,橙双精心酒店(西安灞桥店),155,"浐灞生态正街24号灞东国际广场4层,距西安世博园2公里",image/nw_000h1NOZ.jpg
62,2020062,宜必思尚品酒店(西安钟鼓楼回民街店),244,"西大街45号,距回民街97公里",image/nw_KsbGkdyXEA.jpg
63,2020063,扉缦酒店(西安钟鼓楼店),207,"社会路78号,距回民街0.2公里",image/nw_UK6AjBHjJS.jpg
64,2020064,宜必思酒店(西安钟楼地铁站店),193,"西大街45号,距回民街0.1公里",image/nw_Kqho4txND2.jpg
65,2020065,城舍设计师酒店(西安回民街店),213,"北院门回民街140号,距回民街0.2公里",image/nw_UbccekKbbq.jpg
66,2020066,西安钟楼道夫公寓酒店回民街店,128,"钟楼北大街宏府嘉会B座1206，山水时尚上,距回民街0.3公里",image/nw_QHoevT1HCo.jpg
67,2020067,凡间客栈(西安钟鼓楼回民街店),168,"回民街北院门118号,距回民街0.1公里",image/nw_0008Bnam.jpg
68,2020068,锦江之星(西安钟鼓楼地铁站店),159,"社会路1号,距回民街0.2公里",image/nw_Q59a4PcoX6.jpg
69,2020069,西安西峰公寓,55,兴庆路兴庆雅居1单元705室,image/nw_K8l1EXBHgI.jpg
70,2020070,ZMAX HOTELS(西安大雁塔地铁站店),311,"曲江新区小寨东路8号大雁塔慈恩镇3号楼二层,距大唐芙蓉园1.5公里",image/nw_RTBcM2CkKs.jpg
71,2020071,西安逸家精品酒店,278,"小寨西路232号MOMOPARK5号楼13层1308室,距大唐芙蓉园3.6公里",image/nw_LhMcAqPFo4.jpg
72,2020072,西安大雁塔悦豪公寓,178,"大雁塔北广场乐游路1号,距大雁塔0.7公里",image/nw_000cVzCK.jpg
73,2020073,西安乐享精美主题酒店,210,"长安中路215号西旅国际2459,距大雁塔1.8公里",image/nw_QTjqsMkV56.jpg
74,2020074,7天优品酒店(西安北门安远门地铁站店),101,"北关正街22号,距西安城墙0.4公里",image/nw_SmoUbV1Zss.jpg
75,2020075,西安雅致东方酒店,456,"凤凰大道6号(北京大学院内),距临潼悦椿温泉0.6公里",image/nw_000cQ6BH.jpg
76,2020076,西安天骄健康养生民宿,1780,"悦椿南路38号,距临潼悦椿温泉0.6公里",image/nw_IsgRfEuRlC.jpg
77,2020077,西安臻品艺术酒店,178,"108国道与芷阳三路交叉路口东,距临潼悦椿温泉0.9公里",image/nw_JXiS1Z85wY.jpg
78,2020078,西安骊山下的公寓,368,"西安临潼区骊山新家园,距临潼悦椿温泉1.2公里",image/nw_000dFawn.jpg
79,2020079,西安骊山驿馆,368,"108国道南侧骊山新家园,距临潼悦椿温泉1.2公里",image/nw_KIPO5QWiNa.jpg
80,2020080,西安万家公寓,69,"芷阳湖路口,距临潼悦椿温泉1.2公里",image/nw_000dubfW.jpg
81,2020081,西安37°宾馆,86,"吊庄芷湖路口向南50米第二巷子,距临潼悦椿温泉1.2公里",image/nw_000cNxp1.jpg
82,2020082,西安高老庄的民宿,550,"芷阳新苑13号楼2单元702室,距临潼悦椿温泉1.2公里",image/nw_K8Gk7j4CC4.jpg
83,2020083,西安shishikeke5188公寓,288,"芷阳新苑东区8号楼,距临潼悦椿温泉1.2公里",image/nw_KKFf8DyQeI.jpg
84,2020084,幸福驿站酒店公寓(西安西京医院店),68,"兴庆北路139号(近西京医院),距西峰16公里",image/nw_000h9zMi.jpg
85,2020085,西安25小时公寓酒店,49,"兴庆北路139号民生新世界小区2单元1402室,距西峰16公里",image/nw_000cSgX1.jpg
86,2020086,西安常兴快捷酒店,138,"兴庆路139号民生新世界三楼,距西峰23公里",image/nw_000gLyZW.jpg
87,2020087,西安驿家酒店,73,"民生新世界1单元803室,距西峰23公里",image/nw_000dc3e6.jpg
88,2020088,西安鑫兴雅居公寓,104,"兴庆路兴庆雅居1单元14楼11405室,距西峰35公里",image/nw_Iik5xWMS7S.jpg
89,2020089,西安小时光公寓,68,"兴庆路107号兴庆雅居1单元18楼1804,距西峰35公里",image/nw_Lrok8FU4Wk.jpg
90,2020090,西安橙色家庭公寓(兴庆路分店),138,"西安碑林区长乐坊街道兴庆路139号,距西峰37公里",image/nw_VsOUOQT96w.jpg
91,2020091,佰圆公寓 (西安西京医院店),55,"兴庆北路107号兴庆雅居一单元,距西峰37公里",image/nw_000h5cIz.jpg
92,2020092,西安喜洋洋公寓,138,"兴庆北路107号兴庆雅居2单元1205室,距西峰37公里",image/nw_000daPCs.jpg
93,2020093,慈影精品酒店(西安大雁塔北广场店),198,"小寨东路1号,距大雁塔北广场0.2公里",image/nw_Kqge40ddSw.jpg
94,2020094,雅缦酒店(西安曲江大雁塔店),898,"慈恩西路东侧69号,距大雁塔北广场0.3公里",image/nw_KlN6bCOyVW.jpg
95,2020095,全季酒店(西安大雁塔店),362,"大雁塔北广场芙蓉东路与西影路交叉口,距大雁塔北广场0.3公里",image/nw_000h0Jr1.jpg
96,2020096,协和酒店(西安省博物馆大雁塔喷泉店),109,"大雁塔北广场C栋106号2楼,距大雁塔北广场0.1公里",image/nw_000cUZJr.jpg
97,2020097,锦江之星(西安大雁塔地铁站店)原(西安大雁塔店),199,"西影路63号,距大雁塔北广场0.6公里",image/nw_0005gFtR.jpg
98,2020098,西安曲江大唐芙蓉园亚朵酒店,339,"芙蓉西路中段106号路,距大雁塔北广场0.6公里",image/nw_000cVBBQ.jpg
99,2020099,西安永丰酒店大雁塔店,218,"雁塔北路南段86号,距大雁塔北广场0.3公里",image/nw_000dFNOE.jpg
